c,rb,pl
https://data.naa.gov.au/def/agift/Freedom-of-information,https://data.naa.gov.au/def/agift/Administrative-law,Freedom of information
https://data.naa.gov.au/def/agift/Freight-movement-regulation,https://data.naa.gov.au/def/agift/TRANSPORT,Freight movement regulation
https://data.naa.gov.au/def/agift/Fundraising-and-donation-schemes,https://data.naa.gov.au/def/agift/Sport-and-fitness-development,Fundraising and donation schemes
https://data.naa.gov.au/def/agift/GOVERNANCE,,GOVERNANCE
https://data.naa.gov.au/def/agift/Gambling-support-services,https://data.naa.gov.au/def/agift/Community-recreational-programs,Gambling support services
https://data.naa.gov.au/def/agift/Games-administration,https://data.naa.gov.au/def/agift/Sport-and-fitness-development,Games administration
https://data.naa.gov.au/def/agift/Games-promotion,https://data.naa.gov.au/def/agift/Sport-and-fitness-development,Games promotion
https://data.naa.gov.au/def/agift/Gaming-industry-regulation,https://data.naa.gov.au/def/agift/SPORT-AND-RECREATION,Gaming industry regulation
https://data.naa.gov.au/def/agift/Garden-management,https://data.naa.gov.au/def/agift/Public-land-management,Garden management
https://data.naa.gov.au/def/agift/General-insurance,https://data.naa.gov.au/def/agift/Insurance-regulation,General insurance
https://data.naa.gov.au/def/agift/Genetic-engineering,https://data.naa.gov.au/def/agift/Biological-sciences,Genetic engineering
https://data.naa.gov.au/def/agift/Government-auditing,https://data.naa.gov.au/def/agift/Public-administration,Government auditing
https://data.naa.gov.au/def/agift/Government-media,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Government media
https://data.naa.gov.au/def/agift/Government-procurement-regulation,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Government procurement regulation
https://data.naa.gov.au/def/agift/HEALTH-CARE,,HEALTH CARE
https://data.naa.gov.au/def/agift/Hansard-services,https://data.naa.gov.au/def/agift/Parliamentary-chamber-support,Hansard services
https://data.naa.gov.au/def/agift/Harbour-management,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Harbour management
https://data.naa.gov.au/def/agift/Head-of-Government-protocol,https://data.naa.gov.au/def/agift/Official-protocol,Head of Government protocol
https://data.naa.gov.au/def/agift/Health-disaster-preparedness,https://data.naa.gov.au/def/agift/Public-health-services,Health disaster preparedness
https://data.naa.gov.au/def/agift/Health-hazard-prevention,https://data.naa.gov.au/def/agift/Public-health-services,Health hazard prevention
https://data.naa.gov.au/def/agift/Health-insurance-schemes,https://data.naa.gov.au/def/agift/HEALTH-CARE,Health insurance schemes
https://data.naa.gov.au/def/agift/Health-promotion,https://data.naa.gov.au/def/agift/Community-health-services,Health promotion
https://data.naa.gov.au/def/agift/Health-protocol-administration,https://data.naa.gov.au/def/agift/HEALTH-CARE,Health protocol administration
https://data.naa.gov.au/def/agift/Historic-relic-protection,https://data.naa.gov.au/def/agift/ENVIRONMENT,Historic relic protection
https://data.naa.gov.au/def/agift/Honours-and-awards-programs,https://data.naa.gov.au/def/agift/GOVERNANCE,Honours and awards programs
https://data.naa.gov.au/def/agift/Horticultural-industry,https://data.naa.gov.au/def/agift/Marine-and-rural-support,Horticultural industry
https://data.naa.gov.au/def/agift/Hospital-administration,https://data.naa.gov.au/def/agift/Hospital-services,Hospital administration
https://data.naa.gov.au/def/agift/Hospital-services,https://data.naa.gov.au/def/agift/HEALTH-CARE,Hospital services
https://data.naa.gov.au/def/agift/Hospital-teaching-programs,https://data.naa.gov.au/def/agift/Vocational-education,Hospital teaching programs
https://data.naa.gov.au/def/agift/Housing-industry-policy,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Housing industry policy
https://data.naa.gov.au/def/agift/Human-resources-development,https://data.naa.gov.au/def/agift/EMPLOYMENT,Human resources development
https://data.naa.gov.au/def/agift/Human-rights-obligations,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Human rights obligations
https://data.naa.gov.au/def/agift/Hydrology,https://data.naa.gov.au/def/agift/Earth-sciences,Hydrology
https://data.naa.gov.au/def/agift/IMMIGRATION,,IMMIGRATION
https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,,INDIGENOUS AFFAIRS
https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,,INTERNATIONAL RELATIONS
https://data.naa.gov.au/def/agift/Import-regulation,https://data.naa.gov.au/def/agift/TRADE,Import regulation
https://data.naa.gov.au/def/agift/Income-assessment,https://data.naa.gov.au/def/agift/Taxation,Income assessment
https://data.naa.gov.au/def/agift/Income-support-schemes,https://data.naa.gov.au/def/agift/Financial-assistance,Income support schemes
https://data.naa.gov.au/def/agift/Independent-living-services,https://data.naa.gov.au/def/agift/Special-needs-services,Independent living services
https://data.naa.gov.au/def/agift/Indigenous-advocacy,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous advocacy
https://data.naa.gov.au/def/agift/Indigenous-cultural-heritage,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous cultural heritage
https://data.naa.gov.au/def/agift/Indigenous-enterprise-development,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous enterprise development
https://data.naa.gov.au/def/agift/Indigenous-health-services,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous health services
https://data.naa.gov.au/def/agift/Indigenous-heritage-conservation,https://data.naa.gov.au/def/agift/Indigenous-land-management,Indigenous heritage conservation
https://data.naa.gov.au/def/agift/Indigenous-land-management,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous land management
https://data.naa.gov.au/def/agift/Indigenous-reconciliation,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous reconciliation
https://data.naa.gov.au/def/agift/Indigenous-welfare-programs,https://data.naa.gov.au/def/agift/INDIGENOUS-AFFAIRS,Indigenous welfare programs
https://data.naa.gov.au/def/agift/Industrial-awards-and-conditions,https://data.naa.gov.au/def/agift/EMPLOYMENT,Industrial awards and conditions
https://data.naa.gov.au/def/agift/Industry-assistance-schemes,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Industry assistance schemes
https://data.naa.gov.au/def/agift/Industry-collaboration,https://data.naa.gov.au/def/agift/Vocational-education,Industry collaboration
https://data.naa.gov.au/def/agift/Industry-development,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Industry development
https://data.naa.gov.au/def/agift/Inflation,https://data.naa.gov.au/def/agift/Monetary-policy,Inflation
https://data.naa.gov.au/def/agift/Information-dissemination,https://data.naa.gov.au/def/agift/Information-management-standards,Information dissemination
https://data.naa.gov.au/def/agift/Information-management-standards,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Information management standards
https://data.naa.gov.au/def/agift/Information-security,https://data.naa.gov.au/def/agift/SECURITY,Information security
https://data.naa.gov.au/def/agift/Information-technology-standards,https://data.naa.gov.au/def/agift/Information-management-standards,Information technology standards
https://data.naa.gov.au/def/agift/Infrastructure-planning,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Infrastructure planning
https://data.naa.gov.au/def/agift/Insurance-regulation,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Insurance regulation
https://data.naa.gov.au/def/agift/Integrated-services-planning,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Integrated services planning
https://data.naa.gov.au/def/agift/Integrity-compliance,https://data.naa.gov.au/def/agift/Public-administration,Integrity compliance
https://data.naa.gov.au/def/agift/Intellectual-property-management,https://data.naa.gov.au/def/agift/TRADE,Intellectual property management
https://data.naa.gov.au/def/agift/Intelligence,https://data.naa.gov.au/def/agift/SECURITY,Intelligence
https://data.naa.gov.au/def/agift/Intelligence-liaison,https://data.naa.gov.au/def/agift/Intelligence,Intelligence liaison
https://data.naa.gov.au/def/agift/Intelligence-support,https://data.naa.gov.au/def/agift/Intelligence,Intelligence support
https://data.naa.gov.au/def/agift/Interest-rates,https://data.naa.gov.au/def/agift/Monetary-policy,Interest rates
https://data.naa.gov.au/def/agift/Intergovernment-policy-dissemination,https://data.naa.gov.au/def/agift/Intergovernmental-relations,Intergovernment policy dissemination
https://data.naa.gov.au/def/agift/Intergovernmental-relations,https://data.naa.gov.au/def/agift/GOVERNANCE,Intergovernmental relations
https://data.naa.gov.au/def/agift/International-affairs,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,International affairs
https://data.naa.gov.au/def/agift/International-monetary-regulation,https://data.naa.gov.au/def/agift/FINANCE-MANAGEMENT,International monetary regulation
https://data.naa.gov.au/def/agift/International-trade-agreements,https://data.naa.gov.au/def/agift/TRADE,International trade agreements
https://data.naa.gov.au/def/agift/International-treaties,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,International treaties
https://data.naa.gov.au/def/agift/Internet,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Internet
https://data.naa.gov.au/def/agift/Interpreter-services,https://data.naa.gov.au/def/agift/Migrant-services,Interpreter services
https://data.naa.gov.au/def/agift/Interstate-trade-agreements,https://data.naa.gov.au/def/agift/TRADE,Interstate trade agreements
https://data.naa.gov.au/def/agift/Investment-scheme-regulation,https://data.naa.gov.au/def/agift/Financial-investment,Investment scheme regulation
https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,,JUSTICE ADMINISTRATION
https://data.naa.gov.au/def/agift/Job-placement-programs,https://data.naa.gov.au/def/agift/Labour-market-programs,Job placement programs
https://data.naa.gov.au/def/agift/Job-vacancy-data-management,https://data.naa.gov.au/def/agift/Labour-market-programs,Job vacancy data management
https://data.naa.gov.au/def/agift/Juvenile-justice,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Juvenile justice
https://data.naa.gov.au/def/agift/Labour-market-programs,https://data.naa.gov.au/def/agift/EMPLOYMENT,Labour market programs
https://data.naa.gov.au/def/agift/Land-councils,https://data.naa.gov.au/def/agift/Indigenous-land-management,Land councils
https://data.naa.gov.au/def/agift/Land-rehabilitation-programs,https://data.naa.gov.au/def/agift/Mineral-resources,Land rehabilitation programs
https://data.naa.gov.au/def/agift/Land-use-planning,https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,Land use planning
https://data.naa.gov.au/def/agift/Land-use-zoning,https://data.naa.gov.au/def/agift/Land-use-planning,Land use zoning
https://data.naa.gov.au/def/agift/Land-valuation,https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,Land valuation
https://data.naa.gov.au/def/agift/Landcare-programs,https://data.naa.gov.au/def/agift/Conservation-programs,Landcare programs
https://data.naa.gov.au/def/agift/Law-enforcement,https://data.naa.gov.au/def/agift/SECURITY,Law enforcement
https://data.naa.gov.au/def/agift/Legal-aid-services,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Legal aid services
https://data.naa.gov.au/def/agift/Legislation-review,https://data.naa.gov.au/def/agift/Legislative-drafting,Legislation review
https://data.naa.gov.au/def/agift/Legislative-drafting,https://data.naa.gov.au/def/agift/GOVERNANCE,Legislative drafting
https://data.naa.gov.au/def/agift/Life-insurance,https://data.naa.gov.au/def/agift/Insurance-regulation,Life insurance
https://data.naa.gov.au/def/agift/Light-station-maintenance,https://data.naa.gov.au/def/agift/Navigation,Light station maintenance
https://data.naa.gov.au/def/agift/Local-laws-and-ordinances,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Local laws and ordinances
https://data.naa.gov.au/def/agift/Logistics,https://data.naa.gov.au/def/agift/Defence-strategic-support,Logistics
https://data.naa.gov.au/def/agift/MARITIME-SERVICES,,MARITIME SERVICES
https://data.naa.gov.au/def/agift/Marina-management,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Marina management
https://data.naa.gov.au/def/agift/Marine-and-rural-regulation,https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,Marine and rural regulation
https://data.naa.gov.au/def/agift/Marine-and-rural-support,https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,Marine and rural support
https://data.naa.gov.au/def/agift/Marine-life-protection-programs,https://data.naa.gov.au/def/agift/ENVIRONMENT,Marine life protection programs
https://data.naa.gov.au/def/agift/Mathematical-sciences,https://data.naa.gov.au/def/agift/SCIENCE,Mathematical sciences
https://data.naa.gov.au/def/agift/Media-ownership-regulation,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Media ownership regulation
https://data.naa.gov.au/def/agift/Medical-aids-regulation,https://data.naa.gov.au/def/agift/Medical-research,Medical aids regulation
https://data.naa.gov.au/def/agift/Medical-and-health-sciences,https://data.naa.gov.au/def/agift/SCIENCE,Medical and health sciences
https://data.naa.gov.au/def/agift/Medical-quarantine-services,https://data.naa.gov.au/def/agift/Public-health-services,Medical quarantine services
https://data.naa.gov.au/def/agift/Medical-radiation-services,https://data.naa.gov.au/def/agift/Public-health-services,Medical radiation services
https://data.naa.gov.au/def/agift/Medical-research,https://data.naa.gov.au/def/agift/HEALTH-CARE,Medical research
https://data.naa.gov.au/def/agift/Medical-research-funding,https://data.naa.gov.au/def/agift/Medical-research,Medical research funding
https://data.naa.gov.au/def/agift/Memorial-maintenance,https://data.naa.gov.au/def/agift/Public-land-management,Memorial maintenance
https://data.naa.gov.au/def/agift/Mental-health-services,https://data.naa.gov.au/def/agift/Special-needs-services,Mental health services
https://data.naa.gov.au/def/agift/Merger-regulation,https://data.naa.gov.au/def/agift/Associations-and-corporate-law,Merger regulation
https://data.naa.gov.au/def/agift/Migrant-accommodation-services,https://data.naa.gov.au/def/agift/Migrant-services,Migrant accommodation services
https://data.naa.gov.au/def/agift/Migrant-services,https://data.naa.gov.au/def/agift/IMMIGRATION,Migrant services
https://data.naa.gov.au/def/agift/Migrant-settlement-programs,https://data.naa.gov.au/def/agift/Migrant-services,Migrant settlement programs
https://data.naa.gov.au/def/agift/Military-advisors,https://data.naa.gov.au/def/agift/Defence-liaison,Military advisors
https://data.naa.gov.au/def/agift/Military-bands,https://data.naa.gov.au/def/agift/Australian-Defence-Forces,Military bands
https://data.naa.gov.au/def/agift/Military-education-and-training,https://data.naa.gov.au/def/agift/EDUCATION-AND-TRAINING,Military education and training
https://data.naa.gov.au/def/agift/Military-employment-services,https://data.naa.gov.au/def/agift/Defence-force-careers,Military employment services
https://data.naa.gov.au/def/agift/Military-exercises,https://data.naa.gov.au/def/agift/Military-operations,Military exercises
https://data.naa.gov.au/def/agift/Military-law,https://data.naa.gov.au/def/agift/DEFENCE,Military law
https://data.naa.gov.au/def/agift/Military-operations,https://data.naa.gov.au/def/agift/DEFENCE,Military operations
https://data.naa.gov.au/def/agift/Mineral-exploration,https://data.naa.gov.au/def/agift/Earth-sciences,Mineral exploration
https://data.naa.gov.au/def/agift/Mineral-resources,https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,Mineral resources
https://data.naa.gov.au/def/agift/Mining-regulations,https://data.naa.gov.au/def/agift/Mineral-resources,Mining regulations
https://data.naa.gov.au/def/agift/Mobile-telephone-services,https://data.naa.gov.au/def/agift/Telecommunications,Mobile telephone services
https://data.naa.gov.au/def/agift/Monetary-policy,https://data.naa.gov.au/def/agift/FINANCE-MANAGEMENT,Monetary policy
https://data.naa.gov.au/def/agift/Multicultural-festivals--,https://data.naa.gov.au/def/agift/Multicultural-heritage-promotion--,Multicultural festivals
https://data.naa.gov.au/def/agift/Multicultural-heritage-promotion--,https://data.naa.gov.au/def/agift/CULTURAL-AFFAIRS_2,Multicultural heritage promotion
https://data.naa.gov.au/def/agift/Multicultural-services--,https://data.naa.gov.au/def/agift/Multicultural-heritage-promotion--,Multicultural services
https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,,NATURAL RESOURCES
https://data.naa.gov.au/def/agift/National-park-management,https://data.naa.gov.au/def/agift/Natural-heritage-protection,National park management
https://data.naa.gov.au/def/agift/National-referral-laboratory-services,https://data.naa.gov.au/def/agift/Medical-research,National referral laboratory services
https://data.naa.gov.au/def/agift/National-security,https://data.naa.gov.au/def/agift/SECURITY,National security
https://data.naa.gov.au/def/agift/Native-title-claims,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Native title claims
https://data.naa.gov.au/def/agift/Native-title-mediation-programs,https://data.naa.gov.au/def/agift/Native-title-claims,Native title mediation programs
https://data.naa.gov.au/def/agift/Native-title-settlement-negotiations,https://data.naa.gov.au/def/agift/Native-title-claims,Native title settlement negotiations
https://data.naa.gov.au/def/agift/Natural-disasters,https://data.naa.gov.au/def/agift/COMMUNITY-SERVICES,Natural disasters
https://data.naa.gov.au/def/agift/Natural-heritage-protection,https://data.naa.gov.au/def/agift/ENVIRONMENT,Natural heritage protection
https://data.naa.gov.au/def/agift/Naturalisation-assessment,https://data.naa.gov.au/def/agift/Citizenship,Naturalisation assessment
https://data.naa.gov.au/def/agift/Nature-reserve-management,https://data.naa.gov.au/def/agift/Natural-heritage-protection,Nature reserve management
https://data.naa.gov.au/def/agift/Navigation,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Navigation
https://data.naa.gov.au/def/agift/Navigation-systems-development,https://data.naa.gov.au/def/agift/Navigation,Navigation systems development
https://data.naa.gov.au/def/agift/Navy,https://data.naa.gov.au/def/agift/Australian-Defence-Forces,Navy
https://data.naa.gov.au/def/agift/Notifiable-disease-management,https://data.naa.gov.au/def/agift/Public-health-services,Notifiable disease management
https://data.naa.gov.au/def/agift/Nuclear-safeguards,https://data.naa.gov.au/def/agift/International-affairs,Nuclear safeguards
https://data.naa.gov.au/def/agift/Nuclear-sciences,https://data.naa.gov.au/def/agift/Physical-sciences,Nuclear sciences
https://data.naa.gov.au/def/agift/Occupational-health-and-safety,https://data.naa.gov.au/def/agift/Human-resources-development,Occupational health and safety
https://data.naa.gov.au/def/agift/Oceanography,https://data.naa.gov.au/def/agift/Earth-sciences,Oceanography
https://data.naa.gov.au/def/agift/Oceans-governance,https://data.naa.gov.au/def/agift/ENVIRONMENT,Oceans governance
https://data.naa.gov.au/def/agift/Official-establishment-management,https://data.naa.gov.au/def/agift/Official-protocol,Official establishment management
https://data.naa.gov.au/def/agift/Official-hospitality,https://data.naa.gov.au/def/agift/Official-protocol,Official hospitality
https://data.naa.gov.au/def/agift/Official-protocol,https://data.naa.gov.au/def/agift/GOVERNANCE,Official protocol
https://data.naa.gov.au/def/agift/Official-visits,https://data.naa.gov.au/def/agift/Official-protocol,Official visits
https://data.naa.gov.au/def/agift/Online-transaction-standards,https://data.naa.gov.au/def/agift/Electronic-commerce,Online transaction standards
https://data.naa.gov.au/def/agift/Open-government,https://data.naa.gov.au/def/agift/GOVERNANCE,Open government
https://data.naa.gov.au/def/agift/Overseas-aid-programs,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,Overseas aid programs
https://data.naa.gov.au/def/agift/Overseas-promotion,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,Overseas promotion
https://data.naa.gov.au/def/agift/Overseas-skills-recognition,https://data.naa.gov.au/def/agift/EDUCATION-AND-TRAINING,Overseas skills recognition
https://data.naa.gov.au/def/agift/Overseas-student-scholarship-programs,https://data.naa.gov.au/def/agift/Overseas-aid-programs,Overseas student scholarship programs
https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,,PRIMARY INDUSTRIES
https://data.naa.gov.au/def/agift/Park-and-reserve-services,https://data.naa.gov.au/def/agift/SPORT-AND-RECREATION,Park and reserve services
https://data.naa.gov.au/def/agift/Parliamentary-chamber-support,https://data.naa.gov.au/def/agift/GOVERNANCE,Parliamentary chamber support
https://data.naa.gov.au/def/agift/Parliamentary-committee-and-member-support,https://data.naa.gov.au/def/agift/GOVERNANCE,Parliamentary committee and member support
https://data.naa.gov.au/def/agift/Parliamentary-papers,https://data.naa.gov.au/def/agift/Parliamentary-chamber-support,Parliamentary papers
https://data.naa.gov.au/def/agift/Passenger-services,https://data.naa.gov.au/def/agift/TRANSPORT,Passenger services
https://data.naa.gov.au/def/agift/Passport-services,https://data.naa.gov.au/def/agift/INTERNATIONAL-RELATIONS,Passport services
https://data.naa.gov.au/def/agift/Pastoral-industry,https://data.naa.gov.au/def/agift/Marine-and-rural-support,Pastoral industry
https://data.naa.gov.au/def/agift/Patent-rights-management,https://data.naa.gov.au/def/agift/Intellectual-property-management,Patent rights management
https://data.naa.gov.au/def/agift/Patient-care,https://data.naa.gov.au/def/agift/Hospital-services,Patient care
https://data.naa.gov.au/def/agift/Payments-management,https://data.naa.gov.au/def/agift/Financial-system-management,Payments management
https://data.naa.gov.au/def/agift/Peacekeeping-forces,https://data.naa.gov.au/def/agift/External-security,Peacekeeping forces
https://data.naa.gov.au/def/agift/Permanent-entry-arrangements,https://data.naa.gov.au/def/agift/Travel-authorisation,Permanent entry arrangements
https://data.naa.gov.au/def/agift/Personnel-safety-standards,https://data.naa.gov.au/def/agift/Ship-personnel,Personnel safety standards
https://data.naa.gov.au/def/agift/Pharmaceutical-and-drug-support,https://data.naa.gov.au/def/agift/Hospital-services,Pharmaceutical and drug support
https://data.naa.gov.au/def/agift/Physical-sciences,https://data.naa.gov.au/def/agift/SCIENCE,Physical sciences
https://data.naa.gov.au/def/agift/Physiology,https://data.naa.gov.au/def/agift/Biological-sciences,Physiology
https://data.naa.gov.au/def/agift/Pilotage-management,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Pilotage management
https://data.naa.gov.au/def/agift/Place-names,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Place names
https://data.naa.gov.au/def/agift/Plant-breeders-rights-management,https://data.naa.gov.au/def/agift/Intellectual-property-management,Plant breeders' rights management
https://data.naa.gov.au/def/agift/Police-administration,https://data.naa.gov.au/def/agift/Law-enforcement,Police administration
https://data.naa.gov.au/def/agift/Pollutant-prevention-programs,https://data.naa.gov.au/def/agift/ENVIRONMENT,Pollutant prevention programs
https://data.naa.gov.au/def/agift/Pollution-emission-control,https://data.naa.gov.au/def/agift/NATURAL-RESOURCES,Pollution emission control
https://data.naa.gov.au/def/agift/Population-based-research,https://data.naa.gov.au/def/agift/Medical-research,Population-based research
https://data.naa.gov.au/def/agift/Port-regulation,https://data.naa.gov.au/def/agift/MARITIME-SERVICES,Port regulation
https://data.naa.gov.au/def/agift/Postal-services,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Postal services
https://data.naa.gov.au/def/agift/Practitioner-discipline,https://data.naa.gov.au/def/agift/Health-protocol-administration,Practitioner discipline
https://data.naa.gov.au/def/agift/Practitioner-registration,https://data.naa.gov.au/def/agift/Health-protocol-administration,Practitioner registration
https://data.naa.gov.au/def/agift/Preparation-of-legislative-regulations,https://data.naa.gov.au/def/agift/Legislative-drafting,Preparation of legislative regulations
https://data.naa.gov.au/def/agift/Presentation-arrangements,https://data.naa.gov.au/def/agift/Citizenship,Presentation arrangements
https://data.naa.gov.au/def/agift/Preservation-services--,https://data.naa.gov.au/def/agift/Collection-management--,Preservation services
https://data.naa.gov.au/def/agift/Prices-surveillance,https://data.naa.gov.au/def/agift/Fair-trading-compliance,Prices surveillance
https://data.naa.gov.au/def/agift/Primary-health-care,https://data.naa.gov.au/def/agift/Community-health-services,Primary health care
https://data.naa.gov.au/def/agift/Privacy,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Privacy
https://data.naa.gov.au/def/agift/Probate-applications,https://data.naa.gov.au/def/agift/Civil-law,Probate applications
https://data.naa.gov.au/def/agift/Product-safety,https://data.naa.gov.au/def/agift/Fair-trading-compliance,Product safety
https://data.naa.gov.au/def/agift/Productivity,https://data.naa.gov.au/def/agift/Resource-management,Productivity
https://data.naa.gov.au/def/agift/Professional-accreditation,https://data.naa.gov.au/def/agift/BUSINESS-SUPPORT-AND-REGULATION,Professional accreditation
https://data.naa.gov.au/def/agift/Prohibited-export-control,https://data.naa.gov.au/def/agift/Export-regulation,Prohibited export control
https://data.naa.gov.au/def/agift/Prohibited-import-control,https://data.naa.gov.au/def/agift/Import-regulation,Prohibited import control
https://data.naa.gov.au/def/agift/Prosecution-services,https://data.naa.gov.au/def/agift/JUSTICE-ADMINISTRATION,Prosecution services
https://data.naa.gov.au/def/agift/Protective-services,https://data.naa.gov.au/def/agift/Law-enforcement,Protective services
https://data.naa.gov.au/def/agift/Public-administration,https://data.naa.gov.au/def/agift/GOVERNANCE,Public administration
https://data.naa.gov.au/def/agift/Public-borrowing,https://data.naa.gov.au/def/agift/Fiscal-policy,Public borrowing
https://data.naa.gov.au/def/agift/Public-debt,https://data.naa.gov.au/def/agift/Fiscal-policy,Public debt
https://data.naa.gov.au/def/agift/Public-expenditure,https://data.naa.gov.au/def/agift/Fiscal-policy,Public expenditure
https://data.naa.gov.au/def/agift/Public-fitness-promotion,https://data.naa.gov.au/def/agift/Community-recreational-programs,Public fitness promotion
https://data.naa.gov.au/def/agift/Public-health-services,https://data.naa.gov.au/def/agift/HEALTH-CARE,Public health services
https://data.naa.gov.au/def/agift/Public-housing,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Public housing
https://data.naa.gov.au/def/agift/Public-housing-construction,https://data.naa.gov.au/def/agift/Public-housing,Public housing construction
https://data.naa.gov.au/def/agift/Public-housing-design,https://data.naa.gov.au/def/agift/Public-housing,Public housing design
https://data.naa.gov.au/def/agift/Public-housing-entitlements,https://data.naa.gov.au/def/agift/Accommodation-services,Public housing entitlements
https://data.naa.gov.au/def/agift/Public-housing-maintenance,https://data.naa.gov.au/def/agift/Public-housing,Public housing maintenance
https://data.naa.gov.au/def/agift/Public-land-management,https://data.naa.gov.au/def/agift/CIVIC-INFRASTRUCTURE,Public land management
https://data.naa.gov.au/def/agift/Public-service,https://data.naa.gov.au/def/agift/Public-administration,Public service
https://data.naa.gov.au/def/agift/Public-transport,https://data.naa.gov.au/def/agift/TRANSPORT,Public transport
https://data.naa.gov.au/def/agift/Publicity-programs--,https://data.naa.gov.au/def/agift/Collection-promotion--,Publicity programs
https://data.naa.gov.au/def/agift/Publishing,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Publishing
https://data.naa.gov.au/def/agift/Publishing-standards,https://data.naa.gov.au/def/agift/Publishing,Publishing standards
https://data.naa.gov.au/def/agift/Quarantine,https://data.naa.gov.au/def/agift/PRIMARY-INDUSTRIES_2,Quarantine
https://data.naa.gov.au/def/agift/Radiation-protection,https://data.naa.gov.au/def/agift/Public-health-services,Radiation protection
https://data.naa.gov.au/def/agift/Radio-broadcasting,https://data.naa.gov.au/def/agift/Broadcasting,Radio broadcasting
https://data.naa.gov.au/def/agift/Radio-communication,https://data.naa.gov.au/def/agift/COMMUNICATIONS,Radio communication
https://data.naa.gov.au/def/agift/Rail-harmonisation-standards,https://data.naa.gov.au/def/agift/Rail-transport,Rail harmonisation standards
https://data.naa.gov.au/def/agift/Rail-land-acquisition-regulation,https://data.naa.gov.au/def/agift/Rail-transport,Rail land acquisition regulation
https://data.naa.gov.au/def/agift/Rail-transport,https://data.naa.gov.au/def/agift/TRANSPORT,Rail transport
https://data.naa.gov.au/def/agift/Rail-transport-safety,https://data.naa.gov.au/def/agift/Rail-transport,Rail transport safety
https://data.naa.gov.au/def/agift/Railway-maintenance,https://data.naa.gov.au/def/agift/Rail-transport,Railway maintenance
https://data.naa.gov.au/def/agift/Recordkeeping-standards,https://data.naa.gov.au/def/agift/Administrative-law,Recordkeeping standards
https://data.naa.gov.au/def/agift/Recreational-park-management,https://data.naa.gov.au/def/agift/Public-land-management,Recreational park management
https://data.naa.gov.au/def/agift/Recruitment-programs,https://data.naa.gov.au/def/agift/Human-resources-development,Recruitment programs
https://data.naa.gov.au/def/agift/Reference-services--,https://data.naa.gov.au/def/agift/Collection-access--,Reference services
https://data.naa.gov.au/def/agift/Refuge-support,https://data.naa.gov.au/def/agift/Accommodation-services,Refuge support
https://data.naa.gov.au/def/agift/Refugee-services,https://data.naa.gov.au/def/agift/IMMIGRATION,Refugee services
